Price,Close,High,Low,Open,Volume
Ticker,GOLD,GOLD,GOLD,GOLD,GOLD
Date,,,,,
2026-02-09,63.59916687011719,66.13757836786306,56.50945839051613,56.79701021750475,2042600
2026-02-10,62.06223678588867,66.08503086691515,61.764767163893985,64.4519153418786,1368900
2026-02-11,62.339874267578125,65.93926688762018,57.62992663274811,63.70823906059544,1187100
2026-02-12,57.213470458984375,62.969522609470516,56.66810885264209,62.468779744473466,919300
2026-02-13,60.39640426635742,61.34830859974098,56.311145332020956,58.18520817041096,1069400
2026-02-17,58.19512176513672,59.32551240820878,54.74446574465933,59.32551240820878,1115200
2026-02-18,57.28287887573242,58.95466319664017,56.340888600432,58.50250695668843,725900
2026-02-19,58.175289154052734,58.68099092106074,55.993842714707746,57.28288027864747,697400
2026-02-20,58.52352523803711,59.66773033277936,56.99128649417334,57.55841318065399,743400
2026-02-23,56.69280242919922,60.29455542828674,56.03612918853166,58.702621449538114,758800
2026-02-24,56.67290115356445,57.14053340691932,53.87706694640849,55.717740793727614,652200
2026-02-25,55.89683532714844,57.87680297200897,54.71283467005772,57.28978040234809,600900
2026-02-26,56.0958251953125,56.434111622496275,54.23027588263798,55.140661062666105,515800
2026-02-27,57.18033218383789,57.33952557569555,55.28990733449202,55.996327773643536,797800
2026-03-02,56.57340621948242,58.8021137066001,54.653133794290845,58.70261925994069,1011100
2026-03-03,56.0958251953125,56.31471373374685,51.96674119840499,54.73272776478007,571900
2026-03-04,55.72768783569336,58.135492141131884,55.71773990928771,56.21521972990635,590900
2026-03-05,54.32479476928711,55.68490517266333,52.921901830165616,55.011319349273464,592600
2026-03-06,52.155784606933594,54.1258081134665,52.125937031082174,53.31988940624849,455300
2026-03-09,49.847476959228516,51.01158172366281,47.75806321189601,50.81258903451927,915800
2026-03-10,50.39470672607422,52.28512774385621,49.74798144904868,50.23551333725606,528300
2026-03-11,50.215614318847656,50.46435422921172,48.75302243135662,49.81762894407723,478800
2026-03-12,48.69332504272461,49.82758225842993,47.917257712136184,49.668385067058,461200
2026-03-13,47.230735778808594,48.952015517078074,46.81285075235221,48.76297075456239,399700
2026-03-16,46.48451614379883,48.75302293521351,46.295471380867696,48.04660249339155,478400
2026-03-17,47.648616790771484,48.04660216695104,46.63375749743647,47.001895298817004,471400
2026-03-18,45.77809143066406,47.011843056002924,45.47960429733896,46.81285036862958,511600
2026-03-19,43.74837875366211,44.52444609677619,43.18125203439105,44.17621172370449,538000
2026-03-20,42.046993255615234,44.255804899291974,41.400271758603395,44.106563228659944,1072700
2026-03-23,43.67873001098633,45.25076427922405,42.78326481071369,42.78326481071369,858300
2026-03-24,43.28074645996094,44.28565407557622,42.80316626482467,43.18125200927547,632300
2026-03-25,42.9126091003418,44.77318251083845,42.65889333671553,44.77318251083845,580800
2026-03-26,39.36060333251953,42.37532972053334,38.70393014516594,42.086790524226686,836500
2026-03-27,39.22130584716797,40.290888182724814,38.49498579023557,39.24120549474457,907800
2026-03-30,37.78856658935547,39.877984106081925,37.57962597632376,39.420299788122726,765400
2026-03-31,39.87798309326172,40.37546289954211,38.53976119981715,39.22130610532067,623400
2026-04-01,41.599266052246094,41.748507728632624,40.44511296236154,40.82319491225009,627300
2026-04-02,41.06198501586914,41.25600184305977,38.97256748351414,39.3506532114494,454700
2026-04-06,42.36538314819336,42.643970631890625,40.83314439691878,40.83314439691878,523900
2026-04-07,43.25089645385742,43.400138121500696,41.67885841215372,42.405178488666394,661000
2026-04-08,45.52935028076172,47.65856704357701,45.31543381186655,46.11637660502267,877500
2026-04-09,43.89761734008789,45.26071475124547,43.798122896347365,45.11146929016495,470300
2026-04-10,43.758323669433594,44.60404162443614,43.5792306340434,44.38514929329929,305200
2026-04-13,43.738426208496094,43.837924452837676,42.80117665825899,43.002158177718066,408800
2026-04-14,44.28565216064453,45.36021039983926,43.410090405156055,43.857823004820524,460300
2026-04-15,44.76323699951172,44.942326247384024,43.78817318777304,43.87771970944414,318000
2026-04-16,46.4049186706543,47.376001044940466,45.55821005130937,45.6288513381038,732000
2026-04-17,47.937156677246094,49.578841632886395,47.061591114539944,47.41977719907745,678000
2026-04-20,48.3848876953125,48.91221508276234,47.31032947695838,48.05654919676993,741000
2026-04-21,45.56915283203125,48.688353571210115,45.2308663871779,48.374938841209655,587300
2026-04-22,47.031742095947266,47.77796181734283,46.03479364125809,46.74320289276157,603000
2026-04-23,46.66360855102539,47.75806263488696,45.430851342708,46.80290229310197,532800
2026-04-24,46.77305221557617,47.3998778677125,45.78804427197472,47.240684473015804,464900
2026-04-27,46.9720458984375,47.6088194906536,45.608952190383036,46.763105275142216,497900
2026-04-28,45.48955535888672,46.8725486330776,44.992075545409726,46.2656226533605,529000
2026-04-29,44.942325592041016,45.61093935773765,44.12645898225442,45.27066409853726,402300
2026-04-30,44.96222686767578,46.06663272699324,44.255806401156136,45.64875148047852,391100
2026-05-01,42.415130615234375,44.77318390482353,42.166390704652024,44.77318390482353,771600
2026-05-04,42.425079345703125,42.83798851600817,41.64403616349078,42.22608665437191,686000
2026-05-05,42.713619232177734,43.26084629536879,41.59926545680159,42.76336645692784,421400
2026-05-06,42.88275909423828,43.997116627113854,41.77835707872544,43.51953645393996,689400
2026-05-07,43.29069137573242,46.58400908274498,42.10669079486114,43.29069137573242,908200
2026-05-08,45.161216735839844,46.4148679878137,43.77822346545627,44.06676266739134,934500
2026-05-11,43.16135025024414,48.02172642212306,43.15139852838005,45.86763789039507,1148400
2026-05-12,41.9474983215332,42.78326457196717,41.380371629681925,42.78326457196717,789700
2026-05-13,41.09183120727539,42.086790819051885,41.0719315595835,41.94749708067833,656100
2026-05-14,40.35556411743164,41.251025510661506,40.136671783422884,41.1117317691904,397900
2026-05-15,38.534786224365234,39.70883889779857,38.49498692803567,39.509846211620584,573300
2026-05-18,39.46009826660156,39.59939200573535,38.66413133193009,38.803425071063884,542700
2026-05-19,39.47999954223633,39.639192935734464,38.10695415114624,38.97256799107548,435700
2026-05-20,41.0099983215332,41.029998779296875,39.4900016784668,39.619998931884766,504900
2026-05-21,41.779998779296875,41.86000061035156,40.44499969482422,40.61000061035156,369600
2026-05-22,43.400001525878906,43.88999938964844,41.70000076293945,41.810001373291016,569200
2026-05-26,43.130001068115234,44.02000045776367,42.90999984741211,43.90999984741211,386900
2026-05-27,42.310001373291016,43.125999450683594,41.68000030517578,42.529998779296875,392900
2026-05-28,42.83000183105469,43.439998626708984,41.7400016784668,42.099998474121094,368800
2026-05-29,42.310001373291016,43.4900016784668,42.29800033569336,42.849998474121094,359800
2026-06-01,39.58000183105469,41.72999954223633,39.31999969482422,41.66999816894531,593000
2026-06-02,40.02000045776367,40.7400016784668,39.95000076293945,39.95000076293945,600400
2026-06-03,39.22999954223633,39.900001525878906,39.04999923706055,39.900001525878906,461800
2026-06-04,40.97999954223633,41.16999816894531,39.43000030517578,39.43000030517578,495100
2026-06-05,39.619998931884766,40.66899871826172,39.15999984741211,40.029998779296875,412500
2026-06-08,40.459999084472656,41.099998474121094,39.790000915527344,39.939998626708984,342000
2026-06-09,41.88999938964844,43.439998626708984,41.0099983215332,41.040000915527344,539700
2026-06-10,40.7599983215332,41.9900016784668,40.7400016784668,41.56999969482422,358300
2026-06-11,43.290000915527344,43.31999969482422,40.79999923706055,41.25,301600
2026-06-12,44.22999954223633,44.349998474121094,42.61000061035156,43.29999923706055,412700
2026-06-15,43.65999984741211,46.0,43.619998931884766,45.560001373291016,420000
2026-06-16,,,,,278988
